userId,movieId,rating,timestamp
1,1371,2.5,1260759135
1,1405,1.0,1260759203
1,2105,4.0,1260759139
1,2193,2.0,1260759198
1,2294,2.0,1260759108
1,2455,2.5,1260759113
2,17,5.0,835355681
2,62,3.0,835355749
2,110,4.0,835355532
2,144,3.0,835356016
2,150,5.0,835355395
2,153,4.0,835355441
2,161,3.0,835355493
2,165,3.0,835355441
2,168,3.0,835355710
2,185,3.0,835355511
2,186,3.0,835355664
2,222,5.0,835355840
2,223,1.0,835355749
2,225,3.0,835355552
2,235,3.0,835355664
2,248,3.0,835355896
2,253,4.0,835355511
2,261,4.0,835355681
2,265,5.0,835355697
2,266,5.0,835355586
2,272,3.0,835355767
2,273,4.0,835355779
2,292,3.0,835355492
2,296,4.0,835355395
2,300,3.0,835355532
2,314,4.0,835356044
2,317,2.0,835355551
2,319,1.0,835355918
2,339,3.0,835355492
2,349,4.0,835355441
2,350,4.0,835355697
2,364,3.0,835355604
2,377,3.0,835355710
2,405,2.0,835356246
2,410,3.0,835355532
2,454,4.0,835355604
2,457,3.0,835355511
2,468,4.0,835355790
2,480,4.0,835355643
2,497,3.0,835355880
2,500,4.0,835355731
2,508,4.0,835355860
2,509,4.0,835355719
2,527,4.0,835355731
2,537,4.0,835356199
2,539,3.0,835355767
2,550,3.0,835356109
2,551,5.0,835355767
2,552,3.0,835355860
2,585,5.0,835355817
2,586,3.0,835355790
2,587,3.0,835355779
2,588,3.0,835355441
2,590,5.0,835355395
2,592,5.0,835355395
2,593,3.0,835355511
2,616,3.0,835355932
2,661,4.0,835356141
3,110,4.0,1298922049
3,247,3.5,1298861637
3,267,3.0,1298861761
3,296,4.5,1298862418
3,318,5.0,1298862121
3,377,2.5,1298923242
3,527,3.0,1298862528
3,588,3.0,1298922100
3,592,3.0,1298923247
3,593,3.0,1298921840
3,595,2.0,1298923260
3,778,4.0,1298863157
3,866,3.0,1298861687
3,1271,3.0,1298861605
3,1378,4.0,1298861658
3,1580,3.5,1298922089
3,1721,4.5,1298923236
3,1884,4.0,1298863143
3,2028,4.0,1298921862
3,2694,3.0,1298862710
3,2762,3.5,1298922057
3,2841,4.0,1298861733
3,2959,5.0,1298862874
3,44191,3.5,1298932740
3,58559,3.0,1298922071
4,112,5.0,949810582
4,141,5.0,949919681
4,153,4.0,949811346
4,173,3.0,949811346
4,185,3.0,949920047
4,260,5.0,949779042
4,289,4.0,949778802
4,296,5.0,949895708
4,329,3.0,949810618
4,349,5.0,949810582
4,364,5.0,949949538
4,380,3.0,949810534
4,410,3.0,949919883
4,431,3.0,949895772
4,434,4.0,949810688
4,435,1.0,949920135
4,440,4.0,949919802
4,442,4.0,949920028
4,464,4.0,949811315
4,480,5.0,949810582
4,541,5.0,949779091
4,588,5.0,949949486
4,590,3.0,949810534
4,594,5.0,949949538
4,596,5.0,949949638
4,616,5.0,949949444
4,858,5.0,949779022
4,903,5.0,949919189
4,910,4.0,949919306
4,913,5.0,949919247
4,919,5.0,949949396
4,1073,5.0,949919372
4,1089,5.0,949895732
4,1125,5.0,949919399
4,1127,5.0,949896275
4,1213,5.0,949895708
4,1257,5.0,949811602
4,1259,4.0,949811559
4,1265,5.0,949919591
4,1278,5.0,949919372
4,1282,5.0,949949396
4,1285,4.0,949811559
4,1371,4.0,949810302
4,1372,3.0,949920004
4,1374,4.0,949918787
4,1376,3.0,949918904
4,1377,3.0,949810688
4,1380,5.0,949896377
4,1387,5.0,949810261
4,1396,5.0,949895772
4,1544,3.0,949811230
4,1580,5.0,949919978
4,1858,5.0,949919738
4,1917,4.0,949810688
4,1918,2.0,949895956
4,1954,5.0,949810261
4,1961,5.0,949918743
4,1967,3.0,949949538
4,1968,5.0,949811559
4,1994,5.0,949896309
4,2000,5.0,949811602
4,2002,3.0,949895907
4,2003,2.0,949918970
4,2005,5.0,949896070
4,2014,4.0,949919454
4,2018,5.0,949778771
4,2020,4.0,949811738
4,2021,4.0,949896114
4,2033,4.0,949982239
4,2034,4.0,949896183
4,2046,5.0,949810618
4,2054,3.0,949896114
4,2064,5.0,949918648
4,2078,5.0,949949444
4,2080,5.0,949919306
4,2085,5.0,949949444
4,2086,5.0,949896114
4,2087,5.0,949949638
4,2091,5.0,949896183
4,2094,4.0,949920028
4,2100,5.0,949896114
4,2102,5.0,949949396
4,2105,4.0,949896114
4,2109,5.0,949919399
4,2110,3.0,949896309
4,2114,5.0,949918927
4,2115,5.0,949918994
4,2124,4.0,949919763
4,2140,5.0,949896070
4,2141,4.0,949982239
4,2143,4.0,949896114
4,2144,5.0,949811603
4,2161,5.0,949896070
4,2193,3.0,949896070
4,2263,3.0,949896309
4,2268,5.0,949895772
4,2289,5.0,949919556
4,2348,4.0,949918927
4,2371,4.0,949811603
4,2454,5.0,949982274
4,2616,1.0,949895993
4,2640,5.0,949810261
4,2699,4.0,949896497
4,2734,4.0,949778714
4,2770,1.0,949896521
4,2788,5.0,949919399
4,2791,5.0,949811490
4,3016,3.0,949896543
4,3034,5.0,949949444
4,3040,5.0,949919419
4,3060,5.0,949919656
4,3101,4.0,949896275
4,3104,4.0,949811603
4,3210,4.0,949811523
5,3,4.0,1163374957
5,104,4.0,1163374639
5,141,4.0,1163374242
5,150,4.0,1163374404
5,231,3.5,1163373762
5,277,4.5,1163373208
5,344,3.5,1163373636
5,364,4.0,1163373752
5,377,4.0,1163373610
5,440,4.0,1163374477
5,500,4.5,1163373718
5,586,4.0,1163374392
5,588,3.5,1163373551
5,595,4.0,1163374190
5,597,5.0,1163373711
5,788,3.5,1163374993
5,858,2.5,1163373651
5,903,3.5,1163373135
5,919,4.0,1163374286
5,1247,4.0,1163374582
5,1380,5.0,1163373044
5,1393,3.5,1163374165
5,1485,4.5,1163374608
5,1544,3.5,1163374562
5,1682,4.0,1163374214
5,1721,4.0,1163373744
5,1777,4.0,1163374601
5,1923,4.5,1163373726
5,1961,4.0,1163373675
5,1968,4.0,1163374324
5,1997,3.5,1163374593
5,2023,1.5,1163373188
5,2294,4.0,1163373251
5,2355,3.5,1163374184
5,2502,3.5,1163374290
5,2694,4.5,1163373293
5,2762,3.5,1163373743
5,2770,3.5,1163374947
5,3114,3.5,1163374263
5,3176,3.5,1163374408
5,4025,4.5,1163375145
5,4995,4.5,1163373616
5,5816,3.0,1163373688
5,5995,4.0,1163374533
5,6373,4.0,1163374572
5,8464,4.0,1163374381
5,30707,4.5,1163374340
5,30793,3.5,1163374177
5,33166,5.0,1163374211
5,40819,4.5,1163374283
5,41566,4.0,1163374144
5,41569,4.0,1163374167
5,48385,4.5,1163374357
6,111,4.0,1109258212
6,158,2.0,1108134263
6,173,2.0,1109258228
6,293,5.0,1108134539
6,596,4.0,1108134269
6,903,4.0,1108134299
6,1250,4.5,1108134284
6,1259,4.5,1109258196
6,1285,4.5,1108134339
6,1358,2.0,1109258181
6,1639,2.0,1109258179
6,1687,2.0,1109258281
6,1909,3.0,1108134344
6,2001,3.0,1108134289
6,2019,4.0,1109258270
6,2072,4.0,1109258285
6,2502,3.5,1108134291
6,2528,3.0,1109258245
6,2657,2.0,1108134271
6,2692,4.0,1108134274
6,2761,4.5,1108134545
6,2890,3.0,1109258199
6,3052,1.0,1108134337
6,3114,4.0,1109258183
6,4641,1.5,1109258217
6,4975,1.5,1109258226
6,7090,3.0,1108134534
6,8368,3.5,1108134526
6,8874,4.5,1108134521
7,21,3.0,851867289
7,104,3.0,851866744
7,110,5.0,851868188
7,112,4.0,851866720
7,141,4.0,851866704
7,198,2.0,851868704
7,207,3.0,851868705
7,260,5.0,851869062
7,272,3.0,851868188
7,316,2.0,851869161
7,318,5.0,851868187
7,329,3.0,851868524
7,333,3.0,851867345
7,345,3.0,851867621
7,364,3.0,851868020
7,377,3.0,851869291
7,380,4.0,851869291
7,480,4.0,851869161
7,500,3.0,851867669
7,534,4.0,851868246
7,539,3.0,851867688
7,541,4.0,851869035
7,551,4.0,851868019
7,588,4.0,851868044
7,590,4.0,851868186
7,592,3.0,851868863
7,594,4.0,851868020
7,595,3.0,851868044
7,671,4.0,851866806
7,708,3.0,851866744
7,745,5.0,851868020
7,780,3.0,851866703
7,786,2.0,851866744
7,924,4.0,851868289
7,1073,3.0,851866744
7,1125,3.0,851867553
7,1278,3.0,851867436
7,1371,3.0,851869160
7,1372,3.0,851869102
7,1373,2.0,851869230
7,1374,4.0,851869035
7,1375,3.0,851869140
7,1376,3.0,851869062
7,1394,3.0,851867688
7,1405,5.0,851866978
7,1408,1.0,851869140
8,110,4.0,1154473268
8,260,3.5,1154464829
8,296,4.0,1154465380
8,318,5.0,1154464714
8,457,4.5,1154400475
8,524,2.0,1154400357
8,527,5.0,1154400170
8,543,5.0,1154389386
8,593,4.5,1154464833
8,628,4.0,1154400284
8,805,3.5,1154389432
8,858,5.0,1154400181
8,1259,4.0,1154464811
8,1265,3.0,1154465230
8,1358,0.5,1154474527
8,1387,4.0,1154465285
8,1393,3.0,1154400324
8,1552,3.0,1154389408
8,1777,5.0,1154400458
8,1961,5.0,1154473322
8,2028,4.0,1154473259
8,2100,3.0,1154389460
8,2139,3.0,1154465222
8,2302,4.5,1154400414
8,2324,4.0,1154464850
8,2502,5.0,1154464889
8,2762,4.5,1154464717
8,2770,2.5,1154389541
8,2791,4.5,1154465558
8,2841,3.0,1154400360
8,2959,4.0,1154464901
8,3578,5.0,1154400441
8,4011,4.5,1154464873
8,4034,4.5,1154465279
8,4226,5.0,1154464905
8,4886,3.5,1154464808
8,4896,3.5,1154400398
8,4973,4.0,1154465373
8,4993,3.5,1154464819
8,4995,3.5,1154389449
8,5064,5.0,1154400236
8,8873,4.0,1154465499
8,8874,3.0,1154465548
8,33166,4.5,1154473310
8,40819,3.5,1154473264
8,43871,3.0,1154473014
8,44004,3.0,1154473017
9,17,4.0,938628337
9,26,3.0,938628655
9,318,4.0,938628966
9,497,4.0,938628777
9,527,5.0,938628843
9,534,5.0,938628337
9,593,4.0,938628843
9,608,5.0,938628843
9,1059,5.0,938629250
9,1358,4.0,938628450
9,1411,3.0,938628655
9,1541,2.0,938628777
9,1584,4.0,938629341
9,1680,4.0,938629054
9,1682,5.0,938628690
9,1721,3.0,938629470
9,2028,4.0,938629341
9,2125,4.0,938629522
9,2140,4.0,938629747
9,2268,3.0,938629053
9,2291,4.0,938629341
9,2294,2.0,938629250
9,2302,4.0,938628843
9,2501,4.0,938628966
9,2539,2.0,938629341
9,2762,4.0,938627748
10,152,4.0,942766793
10,318,4.0,942766515
10,344,3.0,942766603
10,345,4.0,942766603
10,592,3.0,942767328
10,1089,3.0,942766420
10,1127,4.0,942767328
10,1358,5.0,942766420
10,1499,3.0,942766845
10,1611,5.0,942767029
10,1690,3.0,942766679
10,1719,5.0,942766472
10,1887,2.0,942766845
10,1923,5.0,942766515
10,2108,3.0,942766472
10,2539,4.0,942766845
10,2841,4.0,942766029
10,2890,4.0,942765978
10,2907,2.0,942766213
10,2926,5.0,942767121
10,3019,4.0,942767571
11,70,1.0,1391656827
11,169,3.0,1391657297
11,296,5.0,1391658423
11,778,4.5,1391658505
11,923,5.0,1391658556
11,1408,5.0,1391658667
11,1918,3.0,1391657062
11,2042,3.5,1391657376
11,2762,3.0,1391658583
11,26614,5.0,1391658574
11,91548,4.0,1391658270
